Group,name,Recording,ctrlength,length,contour_  1,contour_  2,contour_  3,contour_  4,contour_  5,contour_  6,contour_  7,contour_  8,contour_  9,contour_ 10,contour_ 11,contour_ 12,contour_ 13,contour_ 14,contour_ 15,contour_ 16,contour_ 17,contour_ 18,contour_ 19,contour_ 20,contour_ 21,contour_ 22,contour_ 23,contour_ 24,contour_ 25,contour_ 26,contour_ 27,contour_ 28,contour_ 29,contour_ 30,contour_ 31,contour_ 32,contour_ 33,contour_ 34,contour_ 35,contour_ 36,contour_ 37,contour_ 38,contour_ 39,contour_ 40,contour_ 41,contour_ 42,contour_ 43,contour_ 44,contour_ 45,contour_ 46,contour_ 47,contour_ 48,contour_ 49,contour_ 50,contour_ 51,contour_ 52,contour_ 53,contour_ 54,contour_ 55,contour_ 56,contour_ 57,contour_ 58,contour_ 59,contour_ 60,contour_ 61,contour_ 62,contour_ 63,contour_ 64,contour_ 65,contour_ 66,contour_ 67,contour_ 68,contour_ 69,contour_ 70,contour_ 71,contour_ 72,contour_ 73,contour_ 74,contour_ 75,contour_ 76,contour_ 77,contour_ 78,contour_ 79,contour_ 80,contour_ 81,contour_ 82,contour_ 83,contour_ 84,contour_ 85,contour_ 86,contour_ 87,contour_ 88,contour_ 89,contour_ 90,contour_ 91,contour_ 92,contour_ 93,contour_ 94,contour_ 95,contour_ 96,contour_ 97,contour_ 98,contour_ 99,contour_100,contour_101,contour_102,contour_103,contour_104,contour_105,contour_106,contour_107,contour_108,contour_109,contour_110,contour_111,contour_112,contour_113,contour_114,contour_115,contour_116,contour_117,contour_118,contour_119,contour_120,contour_121,contour_122,contour_123,contour_124,contour_125,contour_126,contour_127,contour_128,contour_129,contour_130,contour_131,contour_132,contour_133,contour_134,contour_135,contour_136,contour_137,contour_138,contour_139,contour_140,contour_141,contour_142,contour_143,contour_144,contour_145,contour_146,contour_147,contour_148,contour_149,contour_150,contour_151,contour_152,contour_153,contour_154,contour_155,contour_156,contour_157,contour_158,contour_159,contour_160,contour_161,contour_162,contour_163,contour_164,contour_165,contour_166,contour_167,contour_168,contour_169,contour_170,contour_171,contour_172,contour_173,contour_174,contour_175,contour_176,contour_177,contour_178,contour_179,contour_180,contour_181,contour_182,contour_183,contour_184,contour_185,contour_186,contour_187,contour_188,contour_189,contour_190,contour_191,contour_192,contour_193,contour_194,contour_195,contour_196,contour_197,contour_198,contour_199,contour_200,contour_201,contour_202,contour_203,contour_204,contour_205,contour_206,contour_207,contour_208,contour_209,contour_210,contour_211,contour_212,contour_213,contour_214,contour_215,contour_216,contour_217,contour_218,contour_219,contour_220,contour_221,contour_222,contour_223,contour_224,contour_225,contour_226,contour_227,contour_228,contour_229,contour_230,contour_231,contour_232,contour_233,contour_234,contour_235,contour_236,contour_237,contour_238,contour_239,contour_240,contour_241,contour_242,contour_243,contour_244,contour_245,contour_246,contour_247,contour_248,contour_249,contour_250,contour_251,contour_252,contour_253,contour_254,contour_255,contour_256,contour_257,contour_258,contour_259,contour_260,contour_261,contour_262,contour_263,contour_264,contour_265,contour_266,contour_267,contour_268,contour_269,contour_270,contour_271,contour_272,contour_273,contour_274,contour_275,contour_276,contour_277,contour_278,contour_279,contour_280,contour_281,contour_282,contour_283,contour_284,contour_285,contour_286,contour_287,contour_288,contour_289,contour_290,contour_291,contour_292,contour_293,contour_294,contour_295,contour_296,contour_297,contour_298,contour_299,contour_300,contour_301,contour_302,contour_303,contour_304,contour_305,contour_306,contour_307,contour_308,contour_309,contour_310,contour_311,contour_312,contour_313,contour_314,contour_315,contour_316,contour_317,contour_318,contour_319,contour_320,contour_321,contour_322,contour_323,contour_324,contour_325,contour_326,contour_327,contour_328,contour_329,contour_330,contour_331,contour_332,contour_333,contour_334,contour_335,contour_336,contour_337,contour_338,contour_339,contour_340,contour_341,contour_342,contour_343,contour_344,contour_345,contour_346,contour_347,contour_348,tempres,category,match
Guiana,RN_123.ctr,4,0.529333333,53,26953.125,27000,27046.875,27046.875,27093.75,28125,28218.75,12562.5,10593.75,9140.625,8578.125,8484.375,8484.375,8718.75,9000,9375,9890.625,10453.125,10640.625,11015.625,11156.25,11437.5,11531.25,11625,11765.625,11765.625,11812.5,11859.375,11859.375,11906.25,12093.75,12093.75,12093.75,12140.625,12375,12421.875,12562.5,12656.25,12750,12937.5,12984.375,13031.25,13078.125,13078.125,13078.125,13078.125,13078.125,13031.25,19640.625,22078.125,26578.125,25828.125,23296.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,242,100
Artificial_MSG,RN_125.ctr,4,0.176666667,18,7500,7546.875,7500,9046.875,9609.375,10500,11203.125,11859.375,12562.5,13921.875,14390.625,15093.75,15375,15750,16078.125,16546.875,16828.125,16921.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,343,98.48622313
Guiana,RN_126.ctr,4,0.242666667,25,7968.75,8062.5,8296.875,7828.125,8484.375,9140.625,9375,10359.375,11343.75,12656.25,14015.625,14953.125,16406.25,17531.25,18515.625,19546.875,20578.125,21328.125,21796.875,22640.625,23015.625,25781.25,25968.75,26671.875,27609.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,10,97.57839795
Guiana,RN_127.ctr,4,0.126666667,13,14718.75,14953.125,15234.375,15562.5,16031.25,16312.5,16406.25,16687.5,17062.5,18187.5,18656.25,19312.5,19546.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,6,98.89522137
Artificial_MSG,RN_13.ctr,3,0.188,19,10968.75,11156.25,11625,12000,12140.625,12328.125,12421.875,12890.625,12984.375,13031.25,13031.25,12984.375,12890.625,12796.875,12656.25,12656.25,12703.125,13593.75,13781.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,127,98.77360399
Guiana,RN_130.ctr,4,0.282,29,13546.875,14437.5,15515.625,17437.5,18703.125,19453.125,20015.625,20578.125,20812.5,21234.375,21843.75,22453.125,22781.25,22781.25,22828.125,23015.625,23250,23718.75,23906.25,24234.375,24281.25,24375,24515.625,24984.375,25125,25453.125,25781.25,25875,27656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,367,98.16608909
Guiana,RN_136.ctr,4,0.495333333,50,8718.75,11156.25,10171.875,9656.25,9703.125,9843.75,11156.25,11859.375,11953.125,12750,13078.125,13312.5,13218.75,12984.375,9890.625,10359.375,11531.25,12000,12375,12796.875,12843.75,13406.25,13500,13593.75,13593.75,13593.75,13546.875,13500,13406.25,13406.25,13406.25,12937.5,12984.375,12984.375,12984.375,13031.25,13546.875,13546.875,13546.875,13546.875,13593.75,13640.625,13781.25,13828.125,13875,14109.375,14250,14765.625,15000,15890.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,253,97.42431246
Artificial_MSG,RN_138.ctr,4,0.248,25,13265.625,11437.5,10921.875,10546.875,10359.375,10406.25,10546.875,11062.5,11390.625,11531.25,11765.625,12328.125,12843.75,12843.75,12656.25,12656.25,12656.25,12703.125,12750,12937.5,12937.5,13078.125,13218.75,13406.25,13640.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,3,98.17377631
Guiana,RN_140.ctr,4,0.200666667,21,9984.375,10078.125,10734.375,11343.75,11625,12281.25,12937.5,13171.875,13968.75,14718.75,15281.25,15562.5,16031.25,16453.125,16734.375,16875,17015.625,17250,17484.375,17484.375,18421.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,108,98.3861869
Guiana,RN_144.ctr,4,0.086666667,9,12890.625,14296.875,15375,16218.75,16921.875,17625,17953.125,18187.5,19031.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,288,97.6696097
Artificial_MSG,RN_145.ctr,4,0.401333333,41,8812.5,9093.75,9328.125,9890.625,10828.125,11062.5,11296.875,11859.375,12281.25,12609.375,12843.75,13125,13265.625,13875,14062.5,14625,14812.5,15328.125,15468.75,15562.5,16265.625,16359.375,16406.25,16687.5,16828.125,16921.875,17625,17765.625,17859.375,17859.375,17859.375,17906.25,17953.125,18000,18046.875,18421.875,18468.75,18515.625,18515.625,18796.875,18703.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,346,98.63794695
Guiana,RN_146.ctr,4,0.295333333,30,14671.875,15140.625,15140.625,15187.5,15234.375,15234.375,16031.25,16031.25,16078.125,16125,16125,16171.875,16171.875,16218.75,16265.625,16312.5,16359.375,16359.375,16406.25,16406.25,16453.125,16500,16546.875,16546.875,16593.75,16640.625,16781.25,17906.25,18656.25,19968.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,6,98.01297873
Guiana,RN_148.ctr,4,1.050666667,106,13078.125,13781.25,14203.125,14906.25,15140.625,15375,15750,15843.75,15937.5,16171.875,16406.25,16734.375,17015.625,17343.75,17625,17718.75,17953.125,18187.5,18328.125,18328.125,18328.125,18328.125,18328.125,18421.875,18468.75,18562.5,18562.5,18562.5,18562.5,18515.625,18421.875,18562.5,18468.75,18328.125,18093.75,17953.125,187.5,187.5,234.375,234.375,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,14953.125,15281.25,15796.875,16218.75,16546.875,16781.25,17062.5,17343.75,17625,17812.5,18000,18187.5,18234.375,18281.25,18281.25,18328.125,18328.125,18468.75,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,140.625,187.5,140.625,15750,15796.875,16500,17015.625,16921.875,17062.5,17156.25,17296.875,17390.625,17531.25,17671.875,17718.75,17765.625,17906.25,17906.25,17953.125,17953.125,18000,18046.875,18093.75,18187.5,18328.125,18421.875,18562.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,188,100
Artificial_MSG,RN_149.ctr,4,0.75,75,10218.75,12187.5,12468.75,12796.875,13031.25,13312.5,13546.875,13734.375,13828.125,13968.75,14109.375,14250,14625,14812.5,15000,15187.5,15234.375,15468.75,15609.375,15843.75,15984.375,16453.125,16687.5,16921.875,17015.625,17062.5,17156.25,17250,17343.75,17390.625,17390.625,17484.375,17578.125,17625,17578.125,17625,17625,17953.125,18046.875,18046.875,18093.75,18093.75,18093.75,18093.75,18046.875,18000,17906.25,17859.375,17812.5,140.625,140.625,140.625,140.625,187.5,234.375,234.375,140.625,140.625,140.625,15562.5,15796.875,16218.75,16359.375,16500,16687.5,16875,17156.25,17343.75,17765.625,18093.75,18234.375,18375,18468.75,18515.625,18656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,286,100
Guiana,RN_15.ctr,3,0.202666667,21,11062.5,11109.375,11812.5,12281.25,12656.25,13125,13359.375,13406.25,13546.875,13734.375,13875,13968.75,14062.5,14062.5,13968.75,13968.75,13781.25,15000,15890.625,17250,19265.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,8,98.43574856
Guiana,RN_150.ctr,4,0.271333333,28,12375,12937.5,13078.125,13265.625,13359.375,13359.375,13312.5,13265.625,13265.625,13312.5,13406.25,13500,13500,13500,13500,13500,13500,13500,13546.875,13546.875,13546.875,13500,13500,13500,13500,13500,13500,13593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,19,97.68686306
Artificial_MSG,RN_151.ctr,4,0.145333333,15,16734.375,16781.25,16781.25,16828.125,16828.125,16828.125,16828.125,16828.125,16828.125,16828.125,17859.375,17859.375,17812.5,17718.75,17625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,288,97.66715316
Guiana,RN_152.ctr,4,0.099333333,10,13968.75,14859.375,15375,15468.75,15468.75,15468.75,15468.75,15562.5,15703.125,16734.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,83,98.36353898
Guiana,RN_16.ctr,3,0.319333333,32,13359.375,10968.75,9796.875,8765.625,8343.75,8343.75,8437.5,8578.125,9140.625,9281.25,9796.875,10031.25,10359.375,10546.875,10968.75,11156.25,11625,11718.75,11859.375,11906.25,12093.75,12328.125,12468.75,13078.125,13171.875,13171.875,13218.75,13218.75,13265.625,13453.125,14062.5,16734.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,34,97.74579506
Artificial_MSG,RN_160.ctr,4,0.297333333,30,7828.125,10125,12234.375,13875,16031.25,16921.875,18328.125,18796.875,19218.75,19968.75,20671.875,21515.625,21843.75,22171.875,22406.25,22781.25,23390.625,23531.25,23578.125,23625,23765.625,24140.625,24375,24703.125,25171.875,25171.875,25171.875,24937.5,24796.875,32015.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,254,99.99997272
Guiana,RN_162.ctr,4,0.081333333,9,14015.625,15375,15468.75,16500,16968.75,17859.375,20953.125,21140.625,23718.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,345,97.73367243
Guiana,RN_164.ctr,4,0.142,15,8953.125,9187.5,9796.875,10265.625,10593.75,10734.375,11390.625,12281.25,12937.5,11109.375,14062.5,14156.25,15187.5,17578.125,18093.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,26,97.70140213
Artificial_MSG,RN_165.ctr,4,0.100666667,11,10406.25,10875,11296.875,12046.875,12703.125,13031.25,13125,16125,16171.875,12609.375,12281.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,3,98.10843878
Guiana,RN_17.ctr,3,0.2,20,13031.25,12562.5,12796.875,12984.375,13218.75,13406.25,13640.625,13734.375,13828.125,14203.125,14203.125,14015.625,13828.125,13640.625,13593.75,13500,13453.125,13359.375,14718.75,16968.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000666667,19,98.77757566
