Population,Individual,Song,pc_1_value,pc_2_value,# km_cats_2_value,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value
,Bottlenose - Costa Rica,"tt.241009_0370.sel.95.ch01-02._1,1",-0.212963937,-0.147371305,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.68.ch01-02._1,1",-0.143039442,-0.139411311,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.60.ch01-02._1,1",-0.246936165,0.086009002,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.46.ch01-02._1,1",-0.062199152,0.074108424,2,1,4,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.42.ch01-02._1,1",0.038166379,0.11292931,1,1,4,4
,Bottlenose - Costa Rica,"tt.241009_0370.sel.77.ch01-02._1,1",-0.195565061,-0.078361073,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.43.ch01-02._1,1",0.013826034,0.047811518,1,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.51.ch01-02._1,1",-0.098240543,0.123512716,2,1,4,4
,Bottlenose - Costa Rica,"tt.241009_0370.sel.82.ch01-02._1,1",-0.211880664,-0.045034083,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.73.ch01-02._1,1",-0.139070324,-0.128582454,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.76.ch01-02._1,1",-0.113876649,-0.035425136,2,2,2,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.67.ch01-02._1,1",-0.075731427,-0.019602945,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.84.ch01-02._1,1",-0.140424197,-0.084002239,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.87.ch01-02._1,1",-0.173313358,-0.066705327,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.75.ch01-02._1,1",-0.063206264,-0.031553243,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.78.ch01-02._1,1",-0.13046093,-0.094166104,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.66.ch01-02._1,1",-0.070615416,-0.039533833,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.72.ch01-02._1,1",-0.06227131,-0.021293166,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.61.ch01-02._1,1",-0.002723785,0.006970246,1,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.69.ch01-02._1,1",-0.066395728,-0.041852823,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.79.ch01-02._1,1",-0.074452344,-0.059819069,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.64.ch01-02._1,1",-0.15078429,0.170253822,2,2,4,4
,Bottlenose - Costa Rica,"tt.241009_0370.sel.85.ch01-02._1,1",-0.100131203,-0.085526451,2,2,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.98.ch01-02._1,1",-0.19160544,-0.186188288,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.80.ch01-02._1,1",-0.081693958,-0.081793972,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.83.ch01-02._1,1",-0.037452385,-0.03538318,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.88.ch01-02._1,1",-0.201562407,-0.052019891,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.89.ch01-02._1,1",-0.058190043,-0.085103432,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.70.ch01-02._1,1",-0.107691958,0.185036119,2,1,4,4
,Bottlenose - Costa Rica,"tt.241009_0370.sel.92.ch01-02._1,1",-0.126522331,0.066116092,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.99.ch01-02._1,1",-0.145977541,-0.021422133,2,2,2,2
,Bottlenose - Costa Rica,"tt.241009_0370.sel.94.ch01-02._1,1",0.011353985,-0.167527617,1,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.86.ch01-02._1,1",-0.077134745,0.009177944,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.93.ch01-02._1,1",0.065038564,-0.146459634,1,3,1,1
,Bottlenose - Costa Rica,"tt.241009_0370.sel.93.ch01-02._1,2",0.015874474,0.014411521,1,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.90.ch01-02._1,1",-0.021873226,0.010231694,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.91.ch01-02._1,1",-0.034859419,-0.012307817,2,1,1,5
,Bottlenose - Costa Rica,"tt.241009_0370.sel.96.ch01-02._1,1",-0.058576325,0.041960813,2,1,1,5
,Bottlenose - Costa Rica,"tt.241010_0377.sel.03.ch01-02._1,1",0.010741482,0.047955107,1,1,1,5
,Bottlenose - Costa Rica,"tt.241010_0377.sel.02.ch01-02._1,1",0.041613574,0.038206624,1,1,1,1
,Bottlenose - Costa Rica,"tt.241010_0377.sel.04.ch01-02._1,1",0.064450854,0.103877274,1,1,4,4
,Bottlenose - Costa Rica,"tt.241011_0392.sel.01.ch01-02_1,1",-0.316365037,-0.153805122,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.02.ch01-02_1,1",-0.351105541,-0.144425985,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.03.ch01-02_1,1",-0.179404226,-0.142637571,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.07.ch01-02_1,1",-0.187152691,-0.070384704,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.07.ch01-02_1,2",-0.121735926,0.007233023,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.04.ch01-02_1,1",-0.138541441,-0.032784043,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.10.ch01-02_1,1",-0.167344551,-0.121141151,2,2,2,2
,Bottlenose - Costa Rica,"tt.241011_0392.sel.09.ch01-02_1,1",-0.151836228,-0.007707616,2,2,2,2
,Bottlenose - Costa Rica,"tt.241012_0396.sel.06.ch01-02_1,1",-0.135480199,-0.13041967,2,2,2,2
,Bottlenose - Costa Rica,"tt.241012_0396.sel.01.ch01-02_1,1",-0.046904444,-0.099150808,2,1,1,5
,Bottlenose - Costa Rica,"tt.241012_0396.sel.04.ch01-02_1,1",0.034085523,-0.043499939,1,1,1,1
,Bottlenose - Costa Rica,"tt.241012_0396.sel.02.ch01-02_1,1",0.0247799,-0.036123848,1,1,1,5
,Bottlenose - Costa Rica,"tt.241012_0396.sel.05.ch01-02_1,1",0.006684162,-0.09788446,1,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.02.ch01-02_1,1",-0.223701941,-0.011719575,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.05.ch01-02_1,1",-0.178441451,0.022514118,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.07.ch01-02_1,1",-0.201069461,0.002042955,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.08.ch01-02_1,1",-0.173624964,0.019793458,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.09.ch01-02_1,1",-0.161834651,0.020057316,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.06.ch01-02_1,1",-0.142606036,0.033483807,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.04.ch01-02_1,1",-0.130990859,0.040824987,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.10.ch01-02_1,1",-0.179401756,0.024388752,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.18.ch01-02_1,1",-0.165646839,0.014650317,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.15.ch01-02_1,1",-0.193239971,0.007824123,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.03.ch01-02_1,1",-0.113827261,0.017308206,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.12.ch01-02_1,1",-0.150599229,0.020632651,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.11.ch01-02_1,1",-0.160830194,0.010648811,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.13.ch01-02_1,1",-0.169041685,0.009335384,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.01.ch01-02_1,1",-0.024635762,0.017548806,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.14.ch01-02_1,1",-0.143892253,-0.037893554,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.23.ch01-02_1,1",-0.150552808,0.05740589,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.16.ch01-02_1,1",-0.20529886,0.003679948,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.24.ch01-02_1,1",-0.166193925,-0.001516169,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.22.ch01-02_1,1",-0.135934708,0.01042148,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.27.ch01-02_1,1",-0.217465788,-0.021476314,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.36.ch01-02_1,1",-0.192501211,0.021509297,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.35.ch01-02_1,1",-0.172148279,0.020808795,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.25.ch01-02_1,1",-0.158282875,0.040242796,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.26.ch01-02_1,1",-0.200029493,0.002417721,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.29.ch01-02_1,1",-0.127711276,0.022065851,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.31.ch01-02_1,1",-0.13211598,0.028524578,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.19.ch01-02_1,1",-0.091861796,0.041299383,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.28.ch01-02_1,1",-0.163141887,0.036372429,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.33.ch01-02_1,1",-0.169432392,0.007800737,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.30.ch01-02_1,1",-0.147134247,0.028924538,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.32.ch01-02_1,1",-0.107600466,-0.075651445,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.34.ch01-02_1,1",-0.110276876,-0.024734683,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.41.ch01-02_1,1",-0.156374716,0.052340896,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.42.ch01-02_1,1",-0.186394802,0.002073178,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.61.ch01-02_1,1",-0.178413961,0.014384504,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.44.ch01-02_1,1",-0.061288176,0.051135176,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.67.ch01-02_1,1",-0.211872497,0.002970081,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.37.ch01-02_1,1",-0.130108097,0.039700772,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.49.ch01-02_1,1",-0.086315383,-0.162610085,2,2,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.50.ch01-02_1,1",-0.064900122,-0.045885906,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.40.ch01-02_1,1",-0.108115985,0.062776472,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.64.ch01-02_1,1",-0.191588324,0.02646848,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.39.ch01-02_1,1",-0.172446703,0.129459129,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.63.ch01-02_1,1",-0.199088687,-0.001786165,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.47.ch01-02_1,1",-0.064942955,0.054265804,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.58.ch01-02_1,1",-0.136953388,0.038564421,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.56.ch01-02_1,1",-0.171485469,0.019449768,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.43.ch01-02_1,1",-0.120297768,0.040190645,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.66.ch01-02_1,1",-0.173750735,0.023060312,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.46.ch01-02_1,1",-0.081263917,0.05372434,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.60.ch01-02_1,1",-0.128985893,0.02946392,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.65.ch01-02_1,1",-0.127230547,0.029077106,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.38.ch01-02_1,1",0.022937932,0.071836295,1,1,1,4
,Bottlenose - Costa Rica,"tt.241013_0406.sel.57.ch01-02_1,1",-0.147805015,0.02985453,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0406.sel.55.ch01-02_1,1",-0.043506836,0.022583046,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.59.ch01-02_1,1",-0.104893859,0.037152243,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.52.ch01-02_1,1",-0.071148751,0.048201564,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.48.ch01-02_1,1",-0.0447885,0.03502401,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.53.ch01-02_1,1",-0.05234877,0.068267061,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.54.ch01-02_1,1",-0.078696334,0.061498531,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.51.ch01-02_1,1",-0.080674762,0.044393401,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0406.sel.62.ch01-02_1,1",-0.026190067,0.031812709,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.05.ch01-02_1,1",-0.36173942,-0.124895138,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.11.ch01-02_1,1",-0.215616046,-0.006024325,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.11.ch01-02_1,2",-0.144978149,0.013191758,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.01.ch01-02_1,1",-0.209319618,-0.013526189,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.14.ch01-02_1,1",-0.188185262,-0.006047464,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.13.ch01-02_1,1",-0.177359444,0.004410193,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.15.ch01-02_1,1",-0.197792566,-0.004523586,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.17.ch01-02_1,1",-0.197376625,-0.011435125,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.02.ch01-02_1,1",-0.174879798,0.027412538,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.22.ch01-02_1,1",-0.218065396,0.002658726,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.39.ch01-02_1,1",-0.234987788,-0.021886252,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.19.ch01-02_1,1",-0.181094836,0.01757383,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.04.ch01-02_1,1",-0.135733543,-0.018252194,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.03.ch01-02_1,1",-0.116816669,0.050822208,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.06.ch01-02_1,1",-0.178356824,-0.010114817,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.30.ch01-02_1,1",-0.201690239,-0.007267696,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.31.ch01-02_1,1",-0.238868651,-0.016952694,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.20.ch01-02_1,1",-0.138156276,0.023985891,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.16.ch01-02_1,1",-0.180408134,0.020358,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.23.ch01-02_1,1",-0.17720784,0.025913633,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.08.ch01-02_1,1",-0.228045392,0.065551534,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.12.ch01-02_1,1",-0.147669276,0.019098286,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.40.ch01-02_1,1",-0.194646768,0.00522401,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.34.ch01-02_1,1",-0.177900973,-0.010623022,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.32.ch01-02_1,1",-0.223811933,0.023506398,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.46.ch01-02_1,1",-0.26235229,0.011021822,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.33.ch01-02_1,1",-0.160003623,0.025166656,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.09.ch01-02_1,1",-0.136038763,0.026574081,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.10.ch01-02_1,1",-0.123339139,-0.003235489,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.29.ch01-02_1,1",-0.150719237,0.010629535,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.24.ch01-02_1,1",-0.162130954,0.033041745,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.25.ch01-02_1,1",-0.128138841,0.030126176,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.21.ch01-02_1,1",-0.118316333,0.034455338,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.07.ch01-02_1,1",-0.164508629,0.039927457,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.48.ch01-02_1,1",-0.216695745,-0.024735117,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.55.ch01-02_1,1",-0.252446625,-0.033666796,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.49.ch01-02_1,1",-0.231555224,-0.017090859,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.27.ch01-02_1,1",-0.143628464,0.038506117,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.28.ch01-02_1,1",-0.155915901,0.039921972,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.51.ch01-02_1,1",-0.182556324,-0.032270828,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.26.ch01-02_1,1",-0.152088882,0.042622674,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.38.ch01-02_1,1",-0.141929423,0.021955193,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.61.ch01-02_1,1",-0.218278669,-0.009463332,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.37.ch01-02_1,1",-0.167030493,-0.006281213,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.54.ch01-02_1,1",-0.197172023,0.018827745,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.54.ch01-02_1,2",-0.039575641,0.019121537,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.56.ch01-02_1,1",-0.269690721,-0.047491393,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.45.ch01-02_1,1",-0.140374481,-0.020425445,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.47.ch01-02_1,1",-0.206816069,0.016919153,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.43.ch01-02_1,1",-0.18299357,0.002116817,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.50.ch01-02_1,1",-0.282889551,-0.000420133,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.41.ch01-02_1,1",-0.172820306,0.030572447,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.98.ch01-02_1,1",-0.318198111,0.032487643,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.35.ch01-02_1,1",-0.121733838,0.027153839,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.65.ch01-02_1,1",-0.20229979,0.011663004,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.42.ch01-02_1,1",-0.158612996,0.037603025,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.64.ch01-02_1,1",-0.189744094,-0.001247014,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.36.ch01-02_1,1",-0.085438972,0.027842058,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.53.ch01-02_1,1",-0.157782364,0.024075167,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.52.ch01-02_1,1",-0.127270656,0.000920114,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.44.ch01-02_1,1",-0.10025179,0.018614674,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.75.ch01-02_1,1",-0.201842293,0.023723064,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.58.ch01-02_1,1",-0.195351572,0.021592423,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.69.ch01-02_1,1",-0.210239784,0.022720587,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.76.ch01-02_1,1",-0.201345692,-0.003321709,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.59.ch01-02_1,1",-0.155127299,0.012184815,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.66.ch01-02_1,1",-0.177597028,0.016101699,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.60.ch01-02_1,1",-0.164467245,0.030433826,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.67.ch01-02_1,1",-0.180619667,0.020117085,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.62.ch01-02_1,1",-0.137164725,0.02911622,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.79.ch01-02_1,1",-0.200626204,0.011778688,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.57.ch01-02_1,1",-0.155355528,0.043488528,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.86.ch01-02_1,1",-0.198538373,-0.027030057,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.94.ch01-02_1,1",-0.27120845,-0.027836186,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.71.ch01-02_1,1",-0.152095855,0.007537527,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.87.ch01-02_1,1",-0.206360939,-0.008674325,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.68.ch01-02_1,1",-0.183677946,0.02174714,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.63.ch01-02_1,1",-0.104527782,0.01258478,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.73.ch01-02_1,1",-0.159956423,0.004045849,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.78.ch01-02_1,1",-0.164079054,0.036257782,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.90.ch01-02_1,1",-0.161225781,0.001307952,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.84.ch01-02_1,1",-0.219040939,-0.081692357,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.72.ch01-02_1,1",-0.162620374,0.024153091,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.74.ch01-02_1,1",-0.161078327,0.026803045,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.100.ch01-02_1,1",-0.203203663,-0.010953854,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.77.ch01-02_1,1",-0.114944311,0.030538269,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.82.ch01-02_1,1",-0.15939714,0.017313819,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.97.ch01-02_1,1",-0.297168799,0.026436814,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.102.ch01-02_1,1",-0.190919029,0.01353609,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.85.ch01-02_1,1",-0.147564549,0.014101066,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.91.ch01-02_1,1",-0.184457669,0.028637212,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.80.ch01-02_1,1",-0.080460891,0.025889554,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.105.ch01-02_1,1",-0.187757277,0.021942718,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.89.ch01-02_1,1",-0.156152444,0.030747203,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.104.ch01-02_1,1",-0.196814695,0.007044523,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.99.ch01-02_1,1",-0.176254922,0.016004532,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.81.ch01-02_1,1",-0.112953087,0.038206266,2,2,2,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.83.ch01-02_1,1",-0.124554722,0.039933676,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.103.ch01-02_1,1",-0.198000848,0.003024707,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.92.ch01-02_1,1",-0.141085713,0.032105312,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.70.ch01-02_1,1",-0.03239135,0.093099039,2,1,4,4
,Bottlenose - Costa Rica,"tt.241013_0407.sel.96.ch01-02_1,1",-0.203796644,0.026826121,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.88.ch01-02_1,1",-0.142703447,0.044555412,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.101.ch01-02_1,1",-0.176627652,0.016147659,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.108.ch01-02_1,1",-0.193603819,-0.015617992,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.95.ch01-02_1,1",-0.209633564,0.092502571,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.106.ch01-02_1,1",-0.179311735,-0.018258243,2,2,2,2
,Bottlenose - Costa Rica,"tt.241013_0407.sel.93.ch01-02_1,1",0.017677198,-0.061707335,1,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0407.sel.107.ch01-02_1,1",-0.075277681,0.035754968,2,1,1,5
,Bottlenose - Costa Rica,"tt.241013_0408.sel.09.ch01-02_1,1",-0.353554005,-0.028504177,2,2,2,2
