Population,Individual,Song,pc_1_value,pc_2_value,# km_cats_2_value,# km_cats_3_value,# km_cats_4_value,# km_cats_5_value
,MSG,"240303_0061.sel.48.ch02._1,15",0.051667476,-0.089220589,1,1,1,1
,MSG,"240303_0061.sel.48.ch02._1,16",0.090533385,-0.094357471,1,3,3,1
,MSG,"240303_0061.sel.43.ch02._1,1",-0.413306319,-0.158402854,2,2,2,2
,MSG,"240303_0061.sel.37.ch02._1,1",-0.3282542,-0.048825699,2,2,2,2
,MSG,"240303_0061.sel.04.ch02._1,1",-0.202335293,-0.168058339,2,2,2,2
,MSG,"240303_0061.sel.09.ch02._1,1",-0.30723273,-0.038041214,2,2,2,2
,MSG,"240303_0061.sel.28.ch02._1,1",-0.265973207,-0.078373979,2,2,2,2
,MSG,"240303_0061.sel.08.ch02._1,1",-0.281738323,0.073041294,2,2,2,2
,MSG,"240303_0061.sel.05.ch02._1,1",-0.239535809,-0.008557057,2,2,2,2
,MSG,"240303_0061.sel.19.ch01._1,1",-0.26846429,-0.025410744,2,2,2,2
,MSG,"240303_0061.sel.20.ch02._1,1",-0.287214076,0.065923564,2,2,2,2
,MSG,"240303_0061.sel.47.ch02._1,1",-0.402665947,-0.169558267,2,2,2,2
,MSG,"240303_0061.sel.29.ch02._1,1",-0.263395451,0.025112696,2,2,2,2
,MSG,"240303_0061.sel.16.ch02._1,1",0.27122117,-0.029576602,1,3,3,3
,MSG,"240303_0061.sel.16.ch02._1,2",0.233054213,-0.005579233,1,3,3,3
,MSG,"240303_0061.sel.16.ch02._1,3",0.179425689,-0.02566847,1,3,3,3
,MSG,"240303_0061.sel.34.ch02._1,1",-0.26944331,-0.073411727,2,2,2,2
,MSG,"240303_0061.sel.07.ch02._1,1",-0.227873678,-0.014640085,2,2,2,2
,MSG,"240303_0061.sel.42.ch02._1,1",-0.385257533,-0.112242328,2,2,2,2
,MSG,"240303_0061.sel.42.ch02._1,2",-0.142774824,0.040832167,2,2,2,2
,MSG,"240303_0061.sel.23.ch02._1,1",-0.084965176,-0.17069035,2,2,1,5
,MSG,"240303_0061.sel.31.ch01._1,1",-0.247264108,-0.026553018,2,2,2,2
,MSG,"240303_0061.sel.22.ch01._1,1",-0.276110263,0.065108266,2,2,2,2
,MSG,"240303_0061.sel.06.ch01._1,1",-0.015977562,-0.082141355,2,1,1,5
,MSG,"240303_0061.sel.36.ch02._1,1",-0.359695136,0.009714342,2,2,2,2
,MSG,"240303_0061.sel.33.ch02._1,1",-0.149479737,-0.166045885,2,2,2,2
,MSG,"240303_0061.sel.15.ch02._1,1",-0.041854672,-0.141418135,2,1,1,5
,MSG,"240303_0061.sel.21.ch02._1,1",-0.197881956,0.036744438,2,2,2,2
,MSG,"240303_0061.sel.27.ch02._1,1",-0.261167671,-0.048138147,2,2,2,2
,MSG,"240303_0061.sel.32.ch02._1,1",-0.172916538,-0.039329007,2,2,2,2
,MSG,"240303_0061.sel.01.ch02._1,1",-0.13580022,-0.006601282,2,2,2,2
,MSG,"240303_0061.sel.18.ch02._1,1",-0.13101597,-0.097945753,2,2,2,2
,MSG,"240303_0061.sel.40.ch02._1,1",-0.165068959,-0.001455741,2,2,2,2
,MSG,"240303_0061.sel.10.ch02._1,1",-0.067023641,-0.000795822,2,1,1,5
,MSG,"240303_0061.sel.12.ch02._1,1",-0.039736419,0.062877116,2,1,1,5
,MSG,"240303_0061.sel.38.ch01._1,1",-0.116766266,-0.240501193,2,2,2,5
,MSG,"240303_0061.sel.17.ch02._1,1",-0.095292985,-0.014351834,2,2,1,5
,MSG,"240303_0061.sel.03.ch02._1,1",0.000426748,0.22082319,2,1,4,4
,MSG,"240303_0061.sel.02.ch02._1,1",-0.075420118,0.239555188,2,1,4,4
,MSG,"240303_0061.sel.35.ch02._1,1",-0.082505273,0.078768846,2,1,4,4
,MSG,"240303_0061.sel.26.ch02._1,1",-0.069754224,0.122889911,2,1,4,4
,MSG,"240303_0061.sel.50.ch02._1,1",-0.27895374,-0.113353296,2,2,2,2
,MSG,"240303_0061.sel.25.ch02._1,1",-0.026882706,-0.080811543,2,1,1,5
,MSG,"240303_0061.sel.25.ch02._1,2",-0.014564526,0.201885108,2,1,4,4
,MSG,"240303_0061.sel.49.ch02._1,1",0.201840016,0.002348219,1,3,3,3
,MSG,"240303_0061.sel.49.ch02._1,2",0.029481527,-0.097728567,1,1,1,5
,MSG,"240303_0061.sel.49.ch02._1,3",0.293304155,-0.039222546,1,3,3,3
,MSG,"240303_0061.sel.49.ch02._1,4",-0.086486738,-0.172239343,2,2,1,5
,MSG,"240303_0061.sel.49.ch02._1,5",-0.166109082,-0.24904388,2,2,2,2
,MSG,"240303_0061.sel.41.ch02._1,1",-0.074216702,-0.00051405,2,1,1,5
,MSG,"240303_0061.sel.11.ch02._1,1",0.128901873,0.097010239,1,3,3,1
,MSG,"240303_0061.sel.30.ch02._1,1",-0.028421126,0.077630446,2,1,4,4
,MSG,"240303_0061.sel.24.ch02._1,1",-0.010295682,0.025071085,2,1,1,5
,MSG,"240303_0061.sel.46.ch02._1,1",-0.229084222,0.064993943,2,2,2,2
,MSG,"240303_0061.sel.45.ch02._1,1",-0.04850171,-0.031723956,2,1,1,5
,MSG,"240303_0061.sel.39.ch01._1,1",0.118773181,-0.029984462,1,3,3,1
,MSG,"240303_0061.sel.70.ch02._1,1",0.193049923,-0.030634999,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,2",0.144173897,-0.070747753,1,3,3,1
,MSG,"240303_0061.sel.70.ch02._1,3",-0.178240174,-0.270774012,2,2,2,2
,MSG,"240303_0061.sel.70.ch02._1,4",0.271251271,-0.018594561,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,5",0.274311931,-0.023426365,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,6",0.308580141,-0.046481553,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,7",0.170862511,-0.077629251,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,8",0.136259234,-0.071171085,1,3,3,1
,MSG,"240303_0061.sel.70.ch02._1,9",0.258876847,-0.066120477,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,10",0.243559332,-0.036070186,1,3,3,3
,MSG,"240303_0061.sel.70.ch02._1,11",0.256772984,-0.027314632,1,3,3,3
,MSG,"240303_0061.sel.63.ch01._1,1",-0.309884252,-0.030414588,2,2,2,2
,MSG,"240303_0061.sel.72.ch02._1,1",0.107297625,-0.051268584,1,3,3,1
,MSG,"240303_0061.sel.72.ch02._1,2",0.352713691,-0.01744402,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,3",0.357433207,-0.015233827,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,4",0.296193276,-0.014157009,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,5",0.300691084,-0.051945522,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,6",0.049659337,-0.076000949,1,1,1,1
,MSG,"240303_0061.sel.72.ch02._1,7",-0.043535883,-0.148629605,2,1,1,5
,MSG,"240303_0061.sel.72.ch02._1,8",0.307381482,-0.003454898,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,9",0.265921915,0.006681368,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,10",0.135782216,-0.054268278,1,3,3,1
,MSG,"240303_0061.sel.72.ch02._1,11",0.014127516,-0.130589603,1,1,1,5
,MSG,"240303_0061.sel.72.ch02._1,12",0.288451572,-0.036686884,1,3,3,3
,MSG,"240303_0061.sel.72.ch02._1,13",0.342030807,-0.047234627,1,3,3,3
,MSG,"240303_0061.sel.51.ch02._1,1",0.013923371,0.078899368,1,1,4,4
,MSG,"240303_0061.sel.51.ch02._1,2",0.223505902,0.0438805,1,3,3,3
,MSG,"240303_0061.sel.51.ch02._1,3",0.118907254,0.206967205,1,1,4,4
,MSG,"240303_0061.sel.75.ch02._1,1",0.230974604,0.012801425,1,3,3,3
,MSG,"240303_0061.sel.75.ch02._1,2",0.089895418,-0.042971153,1,3,3,1
,MSG,"240303_0061.sel.75.ch02._1,3",-0.001033212,-0.118782818,1,1,1,5
,MSG,"240303_0061.sel.75.ch02._1,4",-0.159983114,-0.213031347,2,2,2,2
,MSG,"240303_0061.sel.66.ch02._1,1",-0.133409748,-0.151163157,2,2,2,5
,MSG,"240303_0061.sel.52.ch02._1,1",0.295242964,-0.036637685,1,3,3,3
,MSG,"240303_0061.sel.52.ch02._1,2",0.263915225,-0.003309017,1,3,3,3
,MSG,"240303_0061.sel.61.ch02._1,1",0.212160868,0.087293716,1,3,3,3
,MSG,"240303_0061.sel.61.ch02._1,2",0.097458094,-0.002891746,1,3,3,1
,MSG,"240303_0061.sel.69.ch02._1,1",0.20309825,-0.027376963,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,2",0.201997795,-0.028415622,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,3",0.340989471,-0.058855792,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,4",0.336331636,-0.057664639,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,5",0.348197771,-0.061079118,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,6",0.298506314,-0.021302355,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,7",0.327318617,-0.037866198,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,8",0.354678728,-0.06024309,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,9",0.195688786,-0.039191986,1,3,3,3
,MSG,"240303_0061.sel.69.ch02._1,10",0.306113603,-0.016546041,1,3,3,3
,MSG,"240303_0061.sel.65.ch02._1,1",-0.086999961,-0.167797212,2,2,1,5
,MSG,"240303_0061.sel.53.ch02._1,1",0.024308732,0.199786811,1,1,4,4
,MSG,"240303_0061.sel.53.ch02._1,2",-0.040688529,0.178196972,2,1,4,4
,MSG,"240303_0061.sel.54.ch02._1,1",0.04673262,0.201447513,1,1,4,4
,MSG,"240303_0061.sel.55.ch02._1,1",0.040677132,-0.00196213,1,1,1,1
,MSG,"240303_0061.sel.56.ch02._1,1",0.138917098,-0.028055599,1,3,3,1
,MSG,"240303_0061.sel.57.ch02._1,1",0.164108651,-0.010642371,1,3,3,3
,MSG,"240303_0061.sel.58.ch02._1,1",0.143434731,-0.064904488,1,3,3,1
,MSG,"240303_0061.sel.62.ch02._1,1",-0.070319568,0.218999712,2,1,4,4
,MSG,"240303_0061.sel.59.ch02._1,1",0.158401421,0.149798898,1,3,3,1
,MSG,"240303_0061.sel.64.ch02._1,1",-0.054883944,-0.004924878,2,1,1,5
,MSG,"240303_0061.sel.68.ch02._1,1",0.012106846,-0.044887576,1,1,1,5
,MSG,"240303_0061.sel.68.ch02._1,2",-0.058182791,0.26627397,2,1,4,4
,MSG,"240303_0061.sel.67.ch02._1,1",-0.094673207,0.23832199,2,1,4,4
,MSG,"240303_0061.sel.99.ch02._1,1",-0.400977005,-0.175258968,2,2,2,2
,MSG,"240303_0061.sel.73.ch02._1,1",-0.095271082,-0.119270637,2,2,1,5
,MSG,"240303_0061.sel.92.ch02._1,1",0.02011269,0.229811725,1,1,4,4
,MSG,"240303_0061.sel.92.ch02._1,2",-0.227399114,-0.133269154,2,2,2,2
,MSG,"240303_0061.sel.90.ch02._1,1",-0.283740032,0.037158538,2,2,2,2
,MSG,"240303_0061.sel.90.ch02._1,2",0.172011127,0.078570144,1,3,3,3
,MSG,"240303_0061.sel.90.ch02._1,3",-0.098090259,0.246823774,2,1,4,4
,MSG,"240303_0061.sel.96.ch02._1,1",-0.330371238,-0.059148923,2,2,2,2
,MSG,"240303_0061.sel.79.ch02._1,1",-0.043214222,-0.091609331,2,1,1,5
,MSG,"240303_0061.sel.71.ch02._1,1",0.25445455,-0.027662464,1,3,3,3
,MSG,"240303_0061.sel.71.ch02._1,2",0.279406837,-0.07417508,1,3,3,3
,MSG,"240303_0061.sel.82.ch02._1,1",-0.106475988,-0.075113431,2,2,2,5
,MSG,"240303_0061.sel.76.ch02._1,1",0.230470914,-0.037795189,1,3,3,3
,MSG,"240303_0061.sel.81.ch02._1,1",-0.016308306,-0.033702143,2,1,1,5
,MSG,"240303_0061.sel.89.ch02._1,1",-0.13796453,-0.213607505,2,2,2,5
,MSG,"240303_0061.sel.78.ch02._1,1",0.21785073,0.048849527,1,3,3,3
,MSG,"240303_0061.sel.78.ch02._1,2",0.202538293,0.092474945,1,3,3,3
,MSG,"240303_0061.sel.74.ch02._1,1",0.137007924,0.049796135,1,3,3,1
,MSG,"240303_0061.sel.77.ch02._1,1",0.218726916,0.008253601,1,3,3,3
,MSG,"240303_0061.sel.88.ch02._1,1",-0.161332035,-0.032016437,2,2,2,2
,MSG,"240303_0061.sel.80.ch02._1,1",-0.089479288,0.21512352,2,1,4,4
,MSG,"240303_0061.sel.87.ch02._1,1",-0.159219186,0.159120336,2,2,4,4
,MSG,"240303_0061.sel.84.ch02._1,1",-0.102309396,0.266597604,2,1,4,4
,MSG,"240303_0061.sel.84.ch02._1,2",0.250685594,0.037556174,1,3,3,3
,MSG,"240303_0061.sel.85.ch02._1,1",0.187731974,0.082784662,1,3,3,3
,MSG,"240303_0061.sel.85.ch02._1,2",0.00459342,0.170992071,1,1,4,4
,MSG,"240303_0061.sel.85.ch02._1,3",0.217270045,0.054911107,1,3,3,3
,MSG,"240303_0061.sel.97.ch02._1,1",-0.238610107,-0.02321288,2,2,2,2
,MSG,"240303_0061.sel.83.ch02._1,1",0.17349552,0.022125415,1,3,3,3
,MSG,"240303_0061.sel.86.ch02._1,1",0.206122162,0.116544481,1,3,3,3
,MSG,"240303_0061.sel.86.ch02._1,2",0.377750994,-0.057798623,1,3,3,3
,MSG,"240303_0061.sel.100.ch02._1,1",-0.152244496,-0.070461953,2,2,2,2
,MSG,"240303_0061.sel.94.ch02._1,1",-0.068219277,-0.085599354,2,1,1,5
,MSG,"240303_0061.sel.98.ch02._1,1",-0.224165828,0.190078409,2,2,2,2
,MSG,"240303_0061.sel.95.ch02._1,1",0.093718729,0.001680518,1,3,3,1
,MSG,"240303_0061.sel.93.ch02._1,1",-0.147364437,0.209869922,2,2,4,4
,MSG,"240303_0061.sel.91.ch02._1,1",0.031951858,0.019892527,1,1,1,1
,MSG,"240303_0061.sel.91.ch02._1,2",0.036059255,0.255277638,1,1,4,4
,MSG,"240303_0061.sel.102.ch02._1,1",-0.141426995,-0.066389788,2,2,2,2
,MSG,"240303_0061.sel.109.ch02._1,1",-0.31202829,-0.103366353,2,2,2,2
,MSG,"240303_0061.sel.110.ch02._1,1",-0.319365376,-0.068689236,2,2,2,2
,MSG,"240303_0061.sel.101.ch02._1,1",-0.024433326,-0.070006283,2,1,1,5
,MSG,"240303_0061.sel.107.ch02._1,1",-0.190006677,-0.117012381,2,2,2,2
,MSG,"240303_0061.sel.106.ch02._1,1",0.221293728,0.019815796,1,3,3,3
,MSG,"240303_0061.sel.106.ch02._1,2",-0.052651091,-0.019736079,2,1,1,5
,MSG,"240303_0061.sel.105.ch02._1,1",-0.096954608,-0.055905118,2,2,1,5
,MSG,"240303_0061.sel.108.ch02._1,1",-0.187592812,0.089830055,2,2,2,2
,MSG,"240303_0061.sel.104.ch02._1,1",0.043353887,0.009880581,1,1,1,1
,MSG,"240303_0061.sel.111.ch02._1,1",-0.26846314,0.083107577,2,2,2,2
,MSG,"240303_0061.sel.103.ch02._1,1",0.434993409,0.013646574,1,3,3,3
,MSG,"240303_0061.sel.103.ch02._1,2",0.225936506,0.09115342,1,3,3,3
,MSG,"240303_0061.sel.103.ch02._1,3",0.084177785,0.086347928,1,1,3,1
,MSG,"240303_0061.sel.113.ch02._1,1",-0.112020911,-0.037872637,2,2,2,5
,MSG,"240303_0061.sel.112.ch02._1,1",-0.091062684,-0.002079933,2,1,1,5
,MSG,"240303_0061.sel.114.ch02._1,1",-0.021757963,-0.079957345,2,1,1,5
,MSG,"240303_0061.sel.114.ch02._1,2",0.127552732,-0.075152861,1,3,3,1
,MSG,"240303_0061.sel.115.ch02._1,1",-0.030376683,-0.099613366,2,1,1,5
,MSG,"240303_0061.sel.116.ch02._1,1",-0.070880165,0.035933081,2,1,1,5
,MSG,"240303_0061.sel.117.ch02._1,1",-0.034347512,-0.104358844,2,1,1,5
,MSG,"240303_0061.sel.121.ch02._1,1",-0.059796401,-0.102232172,2,1,1,5
,MSG,"240303_0061.sel.120.ch02._1,1",-0.084280651,-0.140206864,2,2,1,5
,MSG,"240303_0061.sel.118.ch02._1,1",-0.048687092,-0.101525868,2,1,1,5
,MSG,"240303_0061.sel.119.ch02._1,1",-0.074891815,0.026179467,2,1,1,5
,MSG,"240303_0061.sel.122.ch02._1,1",-0.018522831,-0.059973298,2,1,1,5
,MSG,"240303_0061.sel.124.ch02._1,1",-0.037328675,-0.059791398,2,1,1,5
,MSG,"240303_0061.sel.125.ch02._1,1",-0.023141277,-0.045224859,2,1,1,5
,MSG,"240303_0061.sel.123.ch01._1,1",0.059709353,-0.065085554,1,1,1,1
,MSG,"240303_0061.sel.126.ch02._1,1",0.019460584,-0.050591553,1,1,1,5
,MSG,"240303_0060.sel.40.ch02._1,1",-0.277217545,-0.167051756,2,2,2,2
,MSG,"240303_0060.sel.17.ch02._1,1",0.16092137,-0.031960711,1,3,3,3
,MSG,"240303_0060.sel.17.ch02._1,2",0.217691206,-0.026174976,1,3,3,3
,MSG,"240303_0060.sel.17.ch02._1,3",-0.178234637,-0.287312638,2,2,2,2
,MSG,"240303_0060.sel.46.ch02._1,1",0.078568045,-0.076398929,1,3,3,1
,MSG,"240303_0060.sel.46.ch02._1,2",-0.364689909,-0.095103231,2,2,2,2
,MSG,"240303_0060.sel.41.ch02._1,1",-0.287638103,-0.129954992,2,2,2,2
,MSG,"240303_0060.sel.48.ch02._1,1",-0.271684489,0.023167705,2,2,2,2
,MSG,"240303_0060.sel.48.ch02._1,2",-0.292543117,-0.099744656,2,2,2,2
,MSG,"240303_0060.sel.08.ch02._1,1",-0.123247083,-0.188056767,2,2,2,5
,MSG,"240303_0060.sel.43.ch02._1,1",-0.282255928,-0.016556474,2,2,2,2
,MSG,"240303_0060.sel.39.ch02._1,1",-0.232735902,-0.309951932,2,2,2,2
,MSG,"240303_0060.sel.38.ch02._1,1",-0.33762123,-0.009574291,2,2,2,2
,MSG,"240303_0060.sel.52.ch02._1,1",-0.288138023,-0.04340226,2,2,2,2
,MSG,"240303_0060.sel.52.ch02._1,2",-0.166808586,0.217983218,2,2,4,4
,MSG,"240303_0060.sel.47.ch02._1,1",-0.270181483,-0.050868303,2,2,2,2
,MSG,"240303_0060.sel.45.ch02._1,1",-0.201044068,-0.157936342,2,2,2,2
,MSG,"240303_0060.sel.29.ch02._1,1",-0.217288199,-0.100176272,2,2,2,2
,MSG,"240303_0060.sel.29.ch02._1,2",0.068572865,0.052554877,1,1,1,1
,MSG,"240303_0060.sel.11.ch02._1,1",0.196221823,0.074754965,1,3,3,3
,MSG,"240303_0060.sel.11.ch02._1,2",0.230244211,0.201645046,1,3,3,3
,MSG,"240303_0060.sel.11.ch02._1,3",0.118152793,0.157547881,1,3,4,4
,MSG,"240303_0060.sel.11.ch02._1,4",0.114048883,0.126818605,1,3,4,1
,MSG,"240303_0060.sel.09.ch02._1,1",-0.151544913,-0.203022312,2,2,2,2
,MSG,"240303_0060.sel.04.ch02._1,1",-0.15426489,-0.117989565,2,2,2,2
,MSG,"240303_0060.sel.51.ch02._1,1",-0.297643721,-0.041684001,2,2,2,2
,MSG,"240303_0060.sel.58.ch02._1,1",0.052609882,0.22200014,1,1,4,4
,MSG,"240303_0060.sel.58.ch02._1,2",-0.327453,-0.043337952,2,2,2,2
,MSG,"240303_0060.sel.51.ch02._1,1",-0.297275222,-0.046307099,2,2,2,2
,MSG,"240303_0060.sel.56.ch02._1,1",-0.218660905,0.02904388,2,2,2,2
,MSG,"240303_0060.sel.56.ch02._1,2",-0.12951368,0.160864583,2,2,4,4
,MSG,"240303_0060.sel.42.ch02._1,1",-0.309516219,-0.071361752,2,2,2,2
,MSG,"240303_0060.sel.13.ch02._1,1",0.079810764,-0.001950953,1,3,3,1
,MSG,"240303_0060.sel.13.ch02._1,2",-0.046035254,0.261743254,2,1,4,4
,MSG,"240303_0060.sel.32.ch02._1,1",-0.279784508,0.044361902,2,2,2,2
,MSG,"240303_0060.sel.12.ch02._1,1",-0.112991964,-0.097438983,2,2,2,5
,MSG,"240303_0060.sel.26.ch02._1,1",0.002644782,-0.053540896,1,1,1,5
,MSG,"240303_0060.sel.26.ch02._1,2",-0.009067919,-0.154827927,1,1,1,5
,MSG,"240303_0060.sel.31.ch02._1,1",-0.19513766,-0.123717187,2,2,2,2
,MSG,"240303_0060.sel.55.ch02._1,1",-0.224360183,-0.034796764,2,2,2,2
,MSG,"240303_0060.sel.64.ch02._1,1",-0.052512508,0.005918344,2,1,1,5
,MSG,"240303_0060.sel.64.ch02._1,2",-0.199319534,-0.078996,2,2,2,2
,MSG,"240303_0060.sel.78.ch02._1,1",-0.300649099,0.040773275,2,2,2,2
,MSG,"240303_0060.sel.49.ch02._1,1",-0.274849386,0.023430116,2,2,2,2
,MSG,"240303_0060.sel.03.ch02._1,1",-0.150290978,0.198252459,2,2,4,4
,MSG,"240303_0060.sel.59.ch02._1,1",0.055077581,0.236854245,1,1,4,4
,MSG,"240303_0060.sel.59.ch02._1,2",-0.144512404,-0.07715175,2,2,2,2
,MSG,"240303_0060.sel.59.ch02._1,3",0.141836284,-0.061679449,1,3,3,1
,MSG,"240303_0060.sel.28.ch02._1,1",-0.039039767,0.092674998,2,1,4,4
,MSG,"240303_0060.sel.05.ch02._1,1",0.036562059,-0.082291014,1,1,1,1
,MSG,"240303_0060.sel.24.ch02._1,1",-0.122745724,0.122864995,2,2,4,4
,MSG,"240303_0060.sel.44.ch02._1,1",-0.116809836,-0.096228063,2,2,2,5
,MSG,"240303_0060.sel.23.ch02._1,1",0.235314067,0.051469974,1,3,3,3
,MSG,"240303_0060.sel.23.ch02._1,2",0.280649446,0.062105661,1,3,3,3
,MSG,"240303_0060.sel.23.ch02._1,3",0.26451945,0.04442786,1,3,3,3
,MSG,"240303_0060.sel.01.ch02._1,1",0.118039096,0.122409884,1,3,4,1
,MSG,"240303_0060.sel.19.ch02._1,1",-0.011777153,0.068429221,2,1,1,5
,MSG,"240303_0060.sel.02.ch02._1,1",0.089542246,0.076808737,1,1,3,1
,MSG,"240303_0060.sel.18.ch02._1,1",-0.026681423,0.052989082,2,1,1,5
,MSG,"240303_0060.sel.50.ch02._1,1",-0.08788581,-0.06451533,2,2,1,5
,MSG,"240303_0060.sel.70.ch02._1,1",-0.147201684,-0.121810151,2,2,2,2
,MSG,"240303_0060.sel.06.ch02._1,1",0.141752989,-0.005967162,1,3,3,1
,MSG,"240303_0060.sel.27.ch02._1,1",0.164282594,0.249578312,1,3,4,4
,MSG,"240303_0060.sel.27.ch02._1,2",0.217240996,0.046199603,1,3,3,3
,MSG,"240303_0060.sel.14.ch02._1,1",0.220361454,-0.025148326,1,3,3,3
,MSG,"240303_0060.sel.15.ch02._1,1",0.16252411,0.026997414,1,3,3,3
,MSG,"240303_0060.sel.37.ch02._1,1",0.191742687,-0.055459366,1,3,3,3
,MSG,"240303_0060.sel.37.ch02._1,2",0.150495504,-0.007464855,1,3,3,1
,MSG,"240303_0060.sel.10.ch02._1,1",0.132291781,-0.036636965,1,3,3,1
,MSG,"240303_0060.sel.34.ch02._1,1",0.211601172,-0.066448473,1,3,3,3
,MSG,"240303_0060.sel.76.ch02._1,1",-0.287985982,-0.019688927,2,2,2,2
,MSG,"240303_0060.sel.25.ch02._1,1",0.074690258,-0.06058726,1,3,1,1
,MSG,"240303_0060.sel.07.ch02._1,1",0.234463074,0.037097635,1,3,3,3
,MSG,"240303_0060.sel.30.ch02._1,1",-0.135452223,0.203410785,2,2,4,4
,MSG,"240303_0060.sel.22.ch02._1,1",0.144257195,-0.010182739,1,3,3,1
,MSG,"240303_0060.sel.22.ch02._1,2",0.252015397,-0.04266054,1,3,3,3
,MSG,"240303_0060.sel.33.ch02._1,1",-0.171095009,0.183659297,2,2,4,4
,MSG,"240303_0060.sel.21.ch02._1,1",0.222109857,-0.01674165,1,3,3,3
,MSG,"240303_0060.sel.21.ch02._1,2",0.287500274,-0.063346339,1,3,3,3
,MSG,"240303_0060.sel.57.ch02._1,1",-0.194674333,0.056278956,2,2,2,2
,MSG,"240303_0060.sel.35.ch02._1,1",-0.006649053,0.143685979,2,1,4,4
,MSG,"240303_0060.sel.35.ch02._1,2",0.098051945,0.215462769,1,1,4,4
,MSG,"240303_0060.sel.20.ch02._1,1",0.183626857,0.053101678,1,3,3,3
,MSG,"240303_0060.sel.63.ch02._1,1",-0.036686809,0.004642072,2,1,1,5
,MSG,"240303_0060.sel.74.ch02._1,1",0.079794258,0.023094611,1,1,3,1
,MSG,"240303_0060.sel.74.ch02._1,2",0.128904249,0.035882666,1,3,3,1
,MSG,"240303_0060.sel.74.ch02._1,3",0.112938407,0.05752489,1,3,3,1
,MSG,"240303_0060.sel.36.ch02._1,1",0.066199551,0.207358799,1,1,4,4
,MSG,"240303_0060.sel.75.ch02._1,1",-0.130226126,-0.068726203,2,2,2,2
,MSG,"240303_0060.sel.65.ch02._1,1",-0.092732592,-0.046071903,2,2,1,5
,MSG,"240303_0060.sel.53.ch02._1,1",-0.074956485,0.086023094,2,1,4,4
,MSG,"240303_0060.sel.61.ch02._1,1",0.156590195,-0.069919489,1,3,3,3
,MSG,"240303_0060.sel.54.ch02._1,1",-0.040666129,0.167863047,2,1,4,4
,MSG,"240303_0060.sel.77.ch02._1,1",0.033879049,-0.145253212,1,1,1,5
,MSG,"240303_0060.sel.66.ch02._1,1",0.046984407,0.037609241,1,1,1,1
,MSG,"240303_0060.sel.66.ch02._1,2",0.143581853,0.052894634,1,3,3,1
,MSG,"240303_0060.sel.73.ch01._1,1",-0.014390162,0.026851147,2,1,1,5
,MSG,"240303_0060.sel.62.ch02._1,1",0.024152172,0.025783117,1,1,1,5
,MSG,"240303_0060.sel.71.ch02._1,1",0.091071186,-0.09751982,1,3,3,1
,MSG,"240303_0060.sel.60.ch02._1,1",0.051410048,0.22515339,1,1,4,4
,MSG,"240303_0060.sel.72.ch02._1,1",0.038377477,0.067916729,1,1,1,1
,MSG,"240303_0060.sel.72.ch02._1,2",0.119105574,0.063772716,1,3,3,1
,MSG,"240303_0060.sel.67.ch02._1,1",0.175554643,-0.011457245,1,3,3,3
,MSG,"240303_0060.sel.69.ch02._1,1",0.033738605,0.098376108,1,1,4,4
,MSG,"240303_0060.sel.68.ch02._1,1",0.15944315,0.025885046,1,3,3,1
,MSG,"240303_0060.sel.80.ch02._1,1",-0.072607644,0.028652177,2,1,1,5
,MSG,"240303_0060.sel.79.ch02._1,1",-0.036596804,0.030298347,2,1,1,5
,MSG,"240303_0060.sel.81.ch02._1,1",0.177630525,0.068674713,1,3,3,3
,MSG,"240303_0060.sel.82.ch02._1,1",0.128093557,0.117034142,1,3,3,1
,MSG,"240303_0059.sel.05.ch02._1,1",-0.282655487,-0.175576191,2,2,2,2
,MSG,"240303_0059.sel.04.ch02._1,1",-0.260443828,-0.032434457,2,2,2,2
,MSG,"240303_0059.sel.01.ch01._1,1",-0.235595027,0.083787889,2,2,2,2
,MSG,"240303_0059.sel.01.ch01._1,2",0.158644726,-0.058062019,1,3,3,3
,MSG,"240303_0059.sel.06.ch02._1,1",0.004277268,-0.069551402,1,1,1,5
,MSG,"240303_0059.sel.02.ch01._1,1",-0.195317995,0.109082757,2,2,2,2
,MSG,"240303_0059.sel.03.ch01._1,1",-0.146067314,0.108791063,2,2,2,2
,MSG,"240303_0058.sel.19.ch02._1,1",0.254637489,-0.059290481,1,3,3,3
